               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,             0.02905,           0.0076268,                   0,             0.60087,             0.59509,             0.46998,             0.10315,            0.066359,            0.010991,                   0,           0.0099287,           0.0099287,           0.0099287
                  74,            0.027777,           0.0077366,                   0,             0.72458,             0.71779,             0.58855,             0.18992,            0.057768,           0.0097135,                   0,           0.0099277,           0.0099277,           0.0099277
                  75,            0.028365,           0.0075988,                   0,             0.49957,             0.48996,             0.39054,              0.1048,            0.068932,            0.010282,                   0,           0.0099267,           0.0099267,           0.0099267
                  76,            0.028863,           0.0077253,                   0,             0.62027,             0.60736,             0.53041,             0.17434,            0.062856,           0.0094407,                   0,           0.0099258,           0.0099258,           0.0099258
                  77,            0.028425,           0.0073542,                   0,              0.6847,             0.66871,             0.55792,              0.1847,            0.058682,           0.0093768,                   0,           0.0099248,           0.0099248,           0.0099248
                  78,            0.028617,           0.0074387,                   0,             0.70961,             0.64417,             0.59658,             0.20532,            0.059087,           0.0089763,                   0,           0.0099238,           0.0099238,           0.0099238
                  79,            0.028634,           0.0076189,                   0,             0.58382,             0.57055,             0.49355,             0.15823,            0.066319,           0.0091769,                   0,           0.0099228,           0.0099228,           0.0099228
                  80,            0.029254,           0.0075899,                   0,             0.55189,             0.53374,             0.32827,            0.080044,            0.068879,           0.0095905,                   0,           0.0099218,           0.0099218,           0.0099218
                  81,            0.028572,           0.0074437,                   0,             0.82489,             0.81595,             0.76211,             0.24775,            0.052709,           0.0088075,                   0,           0.0099208,           0.0099208,           0.0099208
                  82,            0.027793,           0.0076549,                   0,             0.78688,              0.7362,             0.72983,             0.23584,            0.055523,           0.0097265,                   0,           0.0099198,           0.0099198,           0.0099198
                  83,            0.028001,           0.0077674,                   0,             0.61038,             0.60736,              0.5113,             0.16406,             0.06253,           0.0093441,                   0,           0.0099188,           0.0099188,           0.0099188
                  84,            0.028087,           0.0074514,                   0,             0.33597,              0.3865,             0.28096,            0.062642,            0.076245,            0.012036,                   0,           0.0099178,           0.0099178,           0.0099178
                  85,            0.027849,           0.0075483,                   0,             0.58981,             0.53374,             0.45042,             0.12922,            0.069482,              0.0101,                   0,           0.0099168,           0.0099168,           0.0099168
                  86,            0.026998,            0.007682,                   0,             0.63674,             0.53769,             0.47137,              0.1385,            0.067443,           0.0095784,                   0,           0.0099159,           0.0099159,           0.0099159
                  87,            0.026883,           0.0076341,                   0,             0.59934,             0.58896,             0.48879,             0.14659,            0.064932,            0.010275,                   0,           0.0099149,           0.0099149,           0.0099149
                  88,            0.027614,           0.0072928,                   0,             0.64118,             0.62488,             0.44211,             0.13946,            0.061197,           0.0096045,                   0,           0.0099139,           0.0099139,           0.0099139
                  89,            0.028251,           0.0077016,                   0,             0.64038,             0.62577,             0.51722,             0.18166,            0.062004,           0.0099611,                   0,           0.0099129,           0.0099129,           0.0099129
                  90,             0.02635,           0.0074652,                   0,             0.52128,             0.47853,             0.37127,             0.11851,            0.070101,            0.010684,                   0,           0.0099119,           0.0099119,           0.0099119
                  91,            0.026881,           0.0072244,                   0,             0.69638,             0.69325,              0.5243,             0.16452,            0.060263,           0.0093184,                   0,           0.0099109,           0.0099109,           0.0099109
                  92,            0.027816,           0.0076817,                   0,              0.1922,             0.15951,             0.10549,            0.025792,            0.091738,            0.012905,                   0,           0.0099099,           0.0099099,           0.0099099
                  93,            0.027534,           0.0073195,                   0,             0.44958,             0.44097,              0.3389,            0.091567,            0.075515,            0.010514,                   0,           0.0099089,           0.0099089,           0.0099089
                  94,            0.026953,           0.0075535,                   0,             0.54017,             0.52761,             0.36689,              0.1086,             0.06942,           0.0098721,                   0,           0.0099079,           0.0099079,           0.0099079
                  95,            0.027183,           0.0071555,                   0,             0.53689,             0.52761,             0.40295,             0.12754,            0.065955,            0.009778,                   0,           0.0099069,           0.0099069,           0.0099069
                  96,            0.027273,           0.0074737,                   0,             0.54952,             0.53988,             0.43875,             0.13795,             0.06775,           0.0096877,                   0,            0.009906,            0.009906,            0.009906
                  97,            0.025484,            0.007077,                   0,             0.58704,             0.57669,             0.51804,             0.18879,            0.064619,           0.0099398,                   0,            0.009905,            0.009905,            0.009905
                  98,            0.026391,           0.0071897,                   0,             0.44664,             0.48528,             0.35481,            0.094156,            0.072428,            0.011736,                   0,            0.009904,            0.009904,            0.009904
                  99,            0.026868,           0.0071818,                   0,              0.5709,             0.56442,             0.43812,             0.11792,            0.066784,           0.0099033,                   0,            0.009903,            0.009903,            0.009903
                 100,            0.026458,           0.0071866,                   0,             0.69918,             0.68712,             0.59644,             0.21544,            0.056817,           0.0097116,                   0,            0.009902,            0.009902,            0.009902
                 101,            0.025374,           0.0069907,                   0,             0.60503,             0.59509,             0.55275,             0.19853,            0.064022,            0.010408,                   0,            0.009901,            0.009901,            0.009901
                 102,            0.027056,           0.0073422,                   0,             0.51146,             0.50307,              0.3949,             0.10873,            0.072286,             0.01066,                   0,              0.0099,              0.0099,              0.0099
                 103,            0.025981,            0.007213,                   0,             0.61719,             0.60736,             0.56203,             0.17954,            0.067096,            0.010159,                   0,            0.009899,            0.009899,            0.009899
                 104,            0.026309,           0.0072853,                   0,              0.6377,              0.6319,             0.55232,             0.20454,            0.065988,            0.010405,                   0,            0.009898,            0.009898,            0.009898
                 105,            0.026066,           0.0073124,                   0,             0.59687,             0.58896,             0.48414,              0.1295,            0.068818,            0.010057,                   0,            0.009897,            0.009897,            0.009897
                 106,            0.026332,           0.0074177,                   0,             0.33862,             0.38037,             0.22498,            0.060653,            0.077015,            0.011887,                   0,           0.0098961,           0.0098961,           0.0098961
                 107,            0.026713,           0.0075235,                   0,             0.64561,             0.63804,             0.52685,             0.18443,            0.063758,            0.010701,                   0,           0.0098951,           0.0098951,           0.0098951
