               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.017878,           0.0011157,                   0,                   0,                   0,                   0,                   0,                   0,          1.6689e-06,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.017675,            0.001161,                   0,                   0,                   0,                   0,                   0,                   0,          4.7684e-07,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.016059,           0.0011547,                   0,                   0,                   0,                   0,                   0,                   0,          4.7684e-07,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.015838,           0.0011659,                   0,                   0,                   0,                   0,                   0,                   0,          7.1526e-07,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.016927,           0.0011715,                   0,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.017059,           0.0011653,                   0,                   0,                   0,                   0,                   0,                   0,          1.1921e-06,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.015842,           0.0011382,                   0,                   0,                   0,                   0,                   0,                   0,          1.9073e-06,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.017005,           0.0012072,                   0,                   0,                   0,                   0,                   0,                   0,           2.861e-06,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.015183,           0.0011151,                   0,                   0,                   0,                   0,                   0,                   0,          1.1921e-06,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.015384,           0.0011917,                   0,                   0,                   0,                   0,                   0,                   0,          9.5367e-07,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.014678,           0.0011454,                   0,                   0,                   0,                   0,                   0,                   0,          1.6689e-06,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.015538,           0.0011663,                   0,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.015849,           0.0012052,                   0,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,            0.000496,            0.000496,            0.000496
